,county,date,Latitude,Longitude,death_count
375,Allegheny,01/2009,40.443600399999994,-79.9415202,2
376,Allegheny,01/2014,40.464096600000005,-79.85585040000001,1
377,Allegheny,01/2015,40.37579695,-79.9792688,2
378,Allegheny,01/2016,40.437965500000004,-79.8853116,1
379,Allegheny,01/2017,40.4599276,-79.90955090000001,1
380,Allegheny,02/2000,40.4447625,-79.86090779999999,1
381,Allegheny,02/2008,40.506357200000004,-80.22115840000001,1
382,Allegheny,02/2009,40.4171153,-79.9283849,2
383,Allegheny,02/2010,40.4565347,-79.9177679,1
384,Allegheny,02/2012,40.406769499999996,-79.871736,2
385,Allegheny,02/2018,40.454598,-79.8884516,1
386,Allegheny,02/2020,40.3800031,-79.936054,1
387,Allegheny,03/2000,40.336172999999995,-79.97086750000001,1
388,Allegheny,03/2008,40.4556001,-79.9792457,1
389,Allegheny,03/2009,40.42749,-79.9747331,1
390,Allegheny,03/2012,40.441756366666674,-79.90435156666666,3
391,Allegheny,03/2020,40.454098200000004,-79.9968246,1
392,Allegheny,04/2003,40.4584914,-79.8467583,1
393,Allegheny,04/2004,40.436505600000004,-79.7533718,1
394,Allegheny,04/2010,40.450196500000004,-80.11514720000001,2
395,Allegheny,04/2014,40.445867,-79.8913336,1
396,Allegheny,04/2018,40.529265,-80.0770428,1
397,Allegheny,05/2000,40.4021451,-79.91606885,2
398,Allegheny,05/2001,40.452852,-79.970464,1
399,Allegheny,05/2003,40.4530886,-80.0556412,1
400,Allegheny,05/2004,40.4210386,-79.9831223,1
401,Allegheny,05/2005,40.4368041,-79.90782569999999,2
402,Allegheny,05/2006,40.44278846666667,-79.92859356666666,3
403,Allegheny,05/2007,40.4639946,-79.90070209999999,1
404,Allegheny,05/2008,40.428309,-79.97106675,2
405,Allegheny,06/2000,40.406624900000004,-79.8290761,1
406,Allegheny,06/2002,40.467335999999996,-80.03397,1
407,Allegheny,06/2009,40.4374131,-79.87557325,2
408,Allegheny,06/2012,40.466758500000005,-79.9252767,1
409,Allegheny,06/2015,40.4113451,-80.0070583,1
410,Allegheny,06/2018,40.40426805,-79.90719115,2
411,Allegheny,07/2000,40.4509984,-79.9848975,1
412,Allegheny,07/2005,40.440214399999995,-80.0696493,1
413,Allegheny,07/2007,40.440607299999996,-80.018691,1
414,Allegheny,07/2010,40.4560548,-79.8704626,1
415,Allegheny,07/2013,40.540909,-80.184573,1
416,Allegheny,07/2015,40.39355465,-80.0397649,2
417,Allegheny,07/2019,40.4892909,-79.93426715000001,2
418,Allegheny,07/2020,40.4246368,-80.09903840000001,2
419,Allegheny,08/2005,40.532149600000004,-80.0157339,1
420,Allegheny,08/2007,40.43012279999999,-80.0258024,1
421,Allegheny,08/2008,40.421772100000005,-79.88309079999999,1
422,Allegheny,08/2010,40.47051259999999,-79.97559924999999,2
423,Allegheny,08/2011,40.378499299999994,-80.0382852,1
424,Allegheny,08/2019,40.5352379,-79.95837409999999,1
425,Allegheny,09/2002,40.4567925,-80.02721329999999,1
426,Allegheny,09/2008,40.66495820000001,-80.10087850000001,1
